all_players_and_stats_2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RK,PICK,YEAR,HEIGHT,NAME,,TEAM,CONF,G,ROLE,MIN%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A/TO,BLK,STL,FTR,FC/40,DUNKS,DUNKS %,CLOSE 2,CLOSE 2 %,FAR 2,FAR 2 %,FT,FT %,2P,2P %,3P/100,3P,3P %
1921,-,Fr,6-10,Ian Smikle,0,Tulsa,Amer,31,C,50.7,0.5,1.7,-3.7,-3.3,-0.5,103.5,107.0,15.9,53.6,52.8,11.1,19.0,6.2,16.9,0.7,2.2,1.2,49.6,5.1,2-3,0.667,58-99,0.586,9-26,0.346,29-62,0.468,67-125,0.536,0.0,0-0,0.000
1922,-,Fr,6-2,Solomon Callaghan,0,Wright St.,Horz,31,Combo G,56.8,0.5,1.0,-4.3,-1.4,-2.9,104.1,119.4,16.0,50.9,54.2,1.8,5.2,8.8,17.0,1.1,0.3,0.9,23.3,2.2,0-0,0.000,24-44,0.545,13-40,0.325,33-41,0.805,37-84,0.440,7.6,35-92,0.380
1923,-,Jr,6-8,Sincere Malone,0,Nicholls St.,Slnd,29,Wing F,47.3,0.5,2.0,0.0,-2.2,2.2,103.0,102.9,15.3,47.1,51.6,6.8,14.1,9.5,19.4,1.1,1.0,3.9,32.8,4.5,12-13,0.923,44-83,0.530,6-23,0.261,30-39,0.769,50-106,0.472,1.3,4-13,0.308
1924,-,Sr,6-3,Adam Moussa,0,Cal Baptist,WAC,25,Pure PG,46.6,0.5,2.3,0.6,-1.2,1.8,97.3,104.3,17.1,48.0,50.2,1.1,10.6,30.2,28.8,2.0,1.2,3.1,15.9,3.0,2-2,1.000,10-18,0.556,19-47,0.404,15-20,0.750,29-65,0.446,6.0,21-61,0.344
1925,-,Sr,6-4,Petar Krivokapic,0,Pacific,WCC,31,Wing G,66.7,0.5,1.5,-3.2,-1.3,-1.9,101.9,115.3,14.7,46.2,49.1,1.9,10.5,8.2,11.6,1.5,0.6,0.8,21.1,2.5,0-0,0.000,18-40,0.450,5-18,0.278,33-44,0.750,23-58,0.397,10.7,49-151,0.325
1926,-,Sr,6-3,Dylan Fasoyiro,0,South Alabama,SB,30,Wing G,43.8,0.5,1.8,-0.9,-2.1,1.2,102.2,102.8,17.6,45.4,48.9,4.4,9.0,5.6,9.9,1.1,3.3,3.4,22.9,3.8,0-0,0.000,26-44,0.591,6-15,0.400,27-35,0.771,32-59,0.542,10.9,25-94,0.266
1927,-,Jr,6-2,Arlandus Keyes,0,Mount St. Mary's,MAAC,31,Combo G,42.1,0.5,1.9,1.7,-0.1,1.8,96.9,102.9,21.4,50.0,52.2,2.9,16.1,20.0,23.2,1.2,1.4,3.5,17.1,2.8,0-0,0.000,21-41,0.512,2-16,0.125,24-32,0.750,23-57,0.404,12.9,47-130,0.362
1928,-,So,6-8,Dylan Godfrey,0,Canisius,MAAC,31,Stretch 4,58.2,0.5,0.6,-5.7,-1.9,-3.8,94.9,124.2,21.1,51.1,53.0,2.6,13.2,5.9,15.5,0.5,2.5,1.4,11.3,3.2,0-1,0.000,21-39,0.538,39-71,0.549,23-27,0.852,60-110,0.545,10.7,41-128,0.320
1929,-,Jr,6-3,Dashon Gittens,0,FIU,CUSA,31,Wing G,67.9,0.5,2.6,-1.1,-1.9,0.8,97.4,104.6,18.1,42.0,47.3,6.8,10.0,11.1,17.2,1.2,2.1,3.2,30.2,3.6,3-6,0.500,34-77,0.442,23-52,0.442,56-70,0.800,57-129,0.442,7.0,27-103,0.262
1930,-,Jr,6-2,Zek Tekin,0,Le Moyne,NEC,21,Scoring PG,41.7,0.5,1.0,-5.2,-3.3,-1.9,95.9,119.4,20.6,39.5,49.5,1.9,8.8,25.8,22.5,1.8,0.2,3.4,67.5,3.6,0-0,0.000,37-74,0.500,2-9,0.222,59-77,0.766,39-83,0.470,3.5,4-31,0.129
1931,-,Sr,6-8,Isaac Ondekane,0,Nebraska Omaha,Sum,33,C,41.9,0.5,1.2,-4.1,-3.5,-0.6,101.5,110.8,18.2,57.8,58.5,9.6,17.1,5.0,24.2,0.4,2.3,1.2,57.8,6.7,4-4,1.000,58-96,0.604,9-20,0.450,39-67,0.582,67-116,0.578,0.0,0-0,0.000
1932,-,Sr,6-8,Josh Taylor,0,Texas A&M Commerce,Slnd,31,PF/C,54.8,0.4,1.7,-1.9,-2.4,0.5,101.9,109.1,15.5,53.2,55.5,5.7,18.3,9.3,19.5,0.9,6.5,1.6,44.3,3.5,9-12,0.750,40-62,0.645,21-46,0.457,39-62,0.629,61-108,0.565,2.8,9-32,0.281
1933,-,So,6-6,Dusty Stromer,90.8,Gonzaga,WCC,34,Wing G,42.0,0.4,2.1,1.8,-0.6,2.4,105.2,96.1,12.2,50.8,53.5,2.2,10.9,5.5,16.4,1.1,1.5,1.9,19.2,3.3,3-3,1.000,13-23,0.565,10-23,0.435,19-24,0.792,23-46,0.500,7.6,27-79,0.342
1934,-,So,6-0,Jaylen Jones,54.4,Oakland,Horz,31,Scoring PG,50.7,0.4,1.8,-1.6,-2.2,0.6,98.9,107.7,18.4,40.9,47.9,2.8,12.5,25.9,24.4,1.9,0.2,3.3,35.6,1.9,1-1,1.000,38-84,0.452,2-15,0.133,45-53,0.849,40-99,0.404,4.5,14-50,0.280
1935,-,Sr,6-4,Zaire Williams,0,Wagner,NEC,23,Combo G,66.8,0.4,2.7,-1.7,-2.4,0.7,93.5,106.0,23.3,43.5,46.9,2.0,15.0,15.4,16.2,1.1,0.4,3.4,27.0,3.2,1-1,1.000,29-60,0.483,14-52,0.269,45-64,0.703,43-112,0.384,11.8,40-125,0.320
1936,-,Jr,6-3,Elijah Brooks,0,Houston Christian,Slnd,28,Combo G,65.8,0.4,2.1,-5.2,-4.0,-1.1,91.8,110.6,22.4,47.7,52.0,3.2,12.3,19.3,25.4,1.0,0.1,2.6,47.2,2.2,9-10,0.900,71-126,0.563,17-53,0.321,63-93,0.677,88-179,0.492,1.4,4-18,0.222
1937,-,Jr,6-0,Dionte Johnson,0,North Carolina Centr,MEAC,29,Pure PG,47.1,0.4,1.1,-3.3,-1.9,-1.3,96.9,115.1,22.9,44.1,49.7,4.6,11.3,32.6,26.9,1.9,0.2,3.3,37.5,3.6,0-0,0.000,43-80,0.537,9-30,0.300,44-57,0.772,52-110,0.473,4.4,10-42,0.238
1938,-,Jr,6-3,John Christofilis,69.6,Seattle,WAC,30,Wing G,64.3,0.4,2.0,-3.7,-1.5,-2.1,91.7,108.8,21.4,41.0,45.2,2.2,8.4,3.5,11.8,0.5,0.5,0.9,18.3,1.3,2-2,1.000,21-49,0.429,30-86,0.349,49-55,0.891,51-135,0.378,12.6,48-165,0.291
1939,-,Jr,6-6,Chris Moncrief,0,Saint Francis,NEC,29,Wing G,41.2,0.4,1.2,-1.1,-0.9,-0.3,99.1,112.9,19.4,52.3,53.5,3.6,12.8,14.4,19.1,1.2,1.8,2.4,41.1,1.1,5-5,1.000,43-68,0.632,14-39,0.359,30-53,0.566,57-107,0.533,2.5,7-22,0.318
1940,-,Jr,6-7,Ola Ajiboye,0,Tennessee Tech,OVC,30,PF/C,42.5,0.4,1.3,-1.4,-2.7,1.3,103.8,109.7,16.9,54.0,53.5,9.2,12.3,15.3,20.1,1.4,5.0,2.5,51.0,4.7,10-12,0.833,43-72,0.597,11-27,0.407,25-51,0.490,54-99,0.545,0.1,0-1,0.000
1941,-,Jr,6-3,Elmore James,0,Ohio,MAC,29,Wing G,60.0,0.4,1.8,-3.0,-1.8,-1.2,102.0,111.2,16.7,47.6,52.0,3.5,8.5,5.7,13.4,0.8,0.7,1.8,24.4,3.2,0-0,0.000,22-55,0.400,20-51,0.392,43-50,0.860,42-106,0.396,7.4,37-99,0.374
1942,-,Jr,6-3,Josh Lee,0,Denver,Sum,28,Wing G,49.1,0.4,1.6,-2.4,-3.2,0.8,102.4,108.9,17.5,52.6,56.1,4.2,13.9,8.6,19.8,0.8,0.4,3.2,35.8,6.2,2-3,0.667,27-51,0.529,21-48,0.438,36-49,0.735,48-99,0.485,3.9,16-38,0.421
1943,-,Jr,6-3,Landon Moore,0,Butler,BE,35,Combo G,40.4,0.4,1.3,-1.9,-2.0,0.1,101.0,108.5,13.7,39.5,51.0,2.8,8.6,13.2,20.6,1.6,0.9,0.9,93.4,3.4,0-0,0.000,17-34,0.500,4-14,0.286,52-71,0.732,21-48,0.438,2.9,6-28,0.214
1944,-,Sr,6-6,Peyton Rogers,0,Houston Christian,Slnd,30,Wing F,74.5,0.4,2.5,-1.5,-2.7,1.3,110.0,107.6,9.8,48.6,51.0,7.2,16.6,8.4,16.2,1.7,3.2,2.4,33.3,4.0,8-8,1.000,27-47,0.574,0-3,0.000,22-35,0.629,27-50,0.540,3.8,16-55,0.291
1945,-,Sr,6-9,Austin Johnson,0,Long Beach St.,BW,30,C,69.2,0.4,1.7,-4.7,-3.2,-1.5,97.7,114.1,17.4,49.7,55.0,6.8,17.4,7.7,23.7,0.5,3.1,0.9,42.4,3.9,16-17,0.941,55-93,0.591,33-80,0.412,58-75,0.773,88-173,0.509,0.3,0-4,0.000
1946,-,Jr,6-2,DJ Campbell,0,California,ACC,27,Combo G,51.3,0.4,2.2,-2.2,-2.2,0.0,92.4,106.8,18.9,38.5,43.1,2.1,9.3,11.8,15.6,1.2,0.3,2.2,30.0,1.6,2-3,0.667,25-51,0.490,30-83,0.361,46-64,0.719,55-134,0.410,6.6,18-79,0.228
1947,-,Jr,6-3,Josiah Davis,57.8,Niagara,MAAC,21,Combo G,48.5,0.4,1.4,-5.9,-3.3,-2.6,92.5,116.8,24.8,46.5,51.0,5.2,11.3,23.2,24.9,1.1,0.6,2.1,49.0,3.0,8-11,0.727,64-130,0.492,2-5,0.400,51-76,0.671,66-135,0.489,2.1,4-20,0.200
1948,-,So,6-5,Mac Wrecke,0,Green Bay,Horz,31,Wing G,49.1,0.4,0.9,-4.6,-2.4,-2.2,101.7,118.2,16.9,48.9,55.3,4.1,10.4,7.4,15.7,0.8,2.0,1.3,54.1,4.6,8-9,0.889,37-64,0.578,1-9,0.111,55-72,0.764,38-73,0.521,5.7,18-60,0.300
1949,-,Fr,6-6,Chris Arias,0,Jacksonville,ASun,31,Wing G,54.4,0.4,1.7,-1.9,-0.9,-1.0,107.6,109.7,14.0,55.2,55.7,2.9,8.8,3.0,16.7,0.4,1.3,1.4,13.2,1.4,1-1,1.000,18-34,0.529,6-30,0.200,14-23,0.609,24-64,0.375,9.5,48-110,0.436
1950,-,Jr,6-8,Legend Geeter,46.2,Detroit Mercy,Horz,28,Wing F,54.5,0.4,1.6,-3.7,-2.4,-1.3,96.5,112.8,20.4,45.3,50.2,7.4,11.6,11.9,21.7,0.8,1.5,1.6,30.7,3.8,2-2,1.000,46-90,0.511,17-58,0.293,47-59,0.797,63-148,0.426,3.8,16-44,0.364
1951,-,Jr,6-2,Micah Simpson,0,Alabama St.,SWAC,35,Combo G,42.6,0.4,1.1,-3.2,-1.7,-1.5,99.0,113.8,20.1,45.5,48.7,0.8,9.5,12.5,13.0,1.6,0.6,1.9,17.1,2.9,3-4,0.750,19-41,0.463,5-23,0.217,30-36,0.833,24-64,0.375,14.2,48-147,0.327
1952,-,Jr,6-5,Javon Ruffin,62.8,Colorado,B12,33,Combo G,47.5,0.4,2.1,-1.5,-1.9,0.5,90.2,101.7,18.7,45.1,48.3,1.7,9.6,20.1,24.7,1.3,1.2,1.6,18.9,3.3,1-1,1.000,24-44,0.545,13-42,0.310,26-33,0.788,37-86,0.430,7.8,28-89,0.315
1953,-,Sr,6-9,Ernest Ross,86,Grambling St.,SWAC,28,PF/C,48.4,0.4,1.6,-3.7,-3.3,-0.4,97.1,110.0,20.2,47.2,53.0,5.6,13.1,6.1,18.9,0.5,5.3,0.9,45.3,4.6,6-8,0.750,46-78,0.590,17-43,0.395,55-72,0.764,63-121,0.521,3.8,8-38,0.211
1954,-,Jr,6-8,Peter Oduro,0,Coppin St.,MEAC,29,Wing F,67.5,0.4,1.3,-6.0,-3.8,-2.2,102.8,117.4,16.1,53.4,55.6,5.5,13.4,4.1,15.6,0.4,1.3,0.7,32.6,4.1,1-1,1.000,63-97,0.649,34-81,0.420,42-63,0.667,97-178,0.545,1.1,4-15,0.267
1955,-,Sr,6-5,Justin Bieker,0,Utah Tech,WAC,31,Wing G,62.6,0.4,1.4,-3.4,-1.9,-1.5,97.9,116.2,16.5,47.9,51.9,2.6,10.2,12.4,19.5,1.2,1.1,1.7,20.9,4.0,0-0,0.000,30-65,0.462,6-23,0.261,35-40,0.875,36-88,0.409,7.7,37-103,0.359
1956,-,Sr,6-2,Hunter Jack Madden,0,Abilene Christian,WAC,29,Combo G,71.2,0.4,2.5,-1.6,-1.4,-0.2,94.5,106.7,18.7,43.5,49.8,2.4,7.2,14.0,21.3,1.0,0.4,2.7,29.0,2.2,0-0,0.000,19-39,0.487,11-34,0.324,61-67,0.910,30-73,0.411,10.8,47-158,0.297
1957,-,So,6-0,Rahmir Barno,64.8,Florida Gulf Coast,ASun,24,Combo G,51.1,0.4,2.4,-2.7,-3.4,0.7,95.2,106.8,20.3,46.2,49.5,1.6,15.6,22.4,24.5,1.6,0.5,2.6,23.3,2.7,0-0,0.000,48-86,0.558,24-66,0.364,30-40,0.750,72-152,0.474,1.8,5-20,0.250
1958,-,So,6-10,Max Burton,0,Western Michigan,MAC,31,C,53.7,0.4,1.6,-2.6,-2.0,-0.6,104.6,111.0,15.0,49.3,52.1,8.4,18.6,6.3,18.0,0.8,3.8,1.4,30.1,3.2,3-5,0.600,54-96,0.563,18-47,0.383,30-44,0.682,72-143,0.503,0.3,0-3,0.000
1959,-,So,6-4,Malcolm Wrisby-Jefferson,0,Brown,Ivy,26,Combo G,45.5,0.4,1.7,-0.4,-2.2,1.8,100.2,104.2,18.6,54.2,53.5,3.1,17.2,23.2,23.3,1.7,2.0,2.6,19.3,2.7,0-0,0.000,34-53,0.642,23-40,0.575,10-23,0.435,57-93,0.613,3.2,5-26,0.192
1960,-,Sr,6-5,Jace Carter,36.6,Texas A&M,SEC,33,Wing F,41.9,0.4,2.3,2.6,-0.6,3.1,99.9,93.2,13.0,45.8,45.0,6.0,15.6,4.8,13.3,0.9,1.6,2.4,44.9,3.6,2-2,1.000,25-45,0.556,2-4,0.500,21-53,0.396,27-49,0.551,7.0,18-69,0.261
1961,-,Jr,6-4,Rich Smith,0,Abilene Christian,WAC,28,Scoring PG,53.0,0.4,2.3,0.1,-2.6,2.7,98.2,101.2,16.7,49.5,55.7,2.4,14.2,26.5,27.6,1.9,1.9,3.5,85.6,5.0,1-2,0.500,37-67,0.552,11-29,0.379,56-83,0.675,48-96,0.500,0.1,0-1,0.000
1962,-,So,6-3,Jamyron Keller,71.2,Oklahoma St.,B12,35,Combo G,52.5,0.4,2.1,-0.1,-1.3,1.2,96.9,102.4,14.9,44.8,47.5,2.0,11.7,12.3,16.9,1.5,0.8,2.1,22.0,3.5,4-4,1.000,27-63,0.429,2-14,0.143,28-40,0.700,29-77,0.377,8.0,35-105,0.333
1963,-,Fr,6-2,Aaron Hunkin-Claytor,0,Hawaii,BW,28,Scoring PG,43.1,0.4,1.5,0.2,-1.2,1.4,102.6,106.8,15.8,44.5,49.5,2.3,12.7,26.5,21.9,2.4,0.8,2.3,44.0,2.4,0-0,0.000,18-36,0.500,9-32,0.281,28-40,0.700,27-68,0.397,2.7,9-23,0.391
1964,-,So,6-10,Santiago Trouet,0,San Diego,WCC,32,PF/C,63.1,0.4,2.2,-1.6,-1.4,-0.3,94.6,106.3,19.2,45.9,48.9,5.9,24.6,5.7,17.2,0.4,2.8,2.3,24.3,3.2,5-6,0.833,54-90,0.600,45-108,0.417,44-62,0.710,99-198,0.500,3.9,12-57,0.211
1965,-,Jr,6-8,Matus Hronsky,0,Duquesne,A10,31,Wing F,41.7,0.4,1.6,-0.7,-1.2,0.5,98.0,104.9,17.7,47.1,48.9,2.8,11.0,9.6,17.2,1.1,0.7,2.3,13.0,3.2,6-6,1.000,14-25,0.560,6-28,0.214,15-20,0.750,20-53,0.377,11.8,35-101,0.347
1966,-,Jr,6-3,Seneca Willoughby,0,Bethune Cookman,SWAC,32,Scoring PG,63.8,0.4,2.0,-2.2,-2.4,0.2,107.1,110.4,12.5,49.6,52.4,4.6,9.5,20.6,21.3,2.4,1.3,2.1,36.2,3.0,0-0,0.000,9-17,0.529,12-30,0.400,30-46,0.652,21-47,0.447,5.4,28-80,0.350
1967,-,Jr,6-4,Tyson Commander,0,Loyola MD,Pat,30,Combo G,68.7,0.4,1.6,-2.5,-2.2,-0.4,110.9,115.3,11.2,56.3,56.6,3.7,8.8,9.0,16.2,1.7,0.9,2.5,5.3,2.2,2-2,1.000,37-60,0.617,7-11,0.636,5-8,0.625,44-71,0.620,5.7,27-79,0.342
1968,-,Sr,6-5,Qiant Myers,0,Portland St.,BSky,29,Pure PG,84.7,0.4,2.7,-3.6,-2.3,-1.3,92.8,108.9,23.4,45.5,48.3,1.2,7.3,31.1,26.2,1.7,1.9,1.7,39.3,2.5,0-0,0.000,74-131,0.565,13-59,0.220,66-110,0.600,87-190,0.458,5.3,27-90,0.300
1969,-,Sr,6-2,Tyler Beard,69.8,Cal St. Northridge,BW,31,Scoring PG,52.2,0.4,1.9,-1.2,-1.2,0.0,97.9,106.1,18.9,46.8,49.7,2.1,13.2,25.9,25.9,1.8,0.7,2.0,21.8,2.8,0-1,0.000,19-46,0.413,22-56,0.393,28-38,0.737,41-102,0.402,6.1,27-72,0.375
1970,-,Fr,6-6,Brady Shoulders,0,Mercer,SC,31,Wing G,63.0,0.4,2.3,-1.0,-2.3,1.3,108.5,105.3,12.4,52.0,53.8,5.9,19.2,7.6,16.5,1.2,0.8,2.8,22.4,3.7,0-0,0.000,33-58,0.569,1-7,0.143,23-34,0.676,34-65,0.523,6.1,30-87,0.345
1971,-,Sr,6-8,John Adams,0,The Citadel,SC,26,C,59.4,0.4,0.9,-5.0,-2.8,-2.1,106.7,120.6,13.3,50.0,50.5,12.8,8.9,11.1,18.1,1.2,1.8,1.3,51.1,4.2,1-1,1.000,40-74,0.541,5-15,0.333,23-46,0.500,45-89,0.506,0.1,0-1,0.000
1972,-,So,6-4,Jordan Johnson,0,Southern,SWAC,29,Wing G,59.9,0.4,1.9,-1.5,-0.7,-0.8,97.6,108.7,19.4,44.7,46.4,2.4,9.5,5.8,12.3,0.7,0.5,2.0,16.4,1.6,1-1,1.000,21-46,0.457,6-27,0.222,28-43,0.651,27-73,0.370,15.5,60-189,0.317
1973,-,So,6-8,Almar Atlason,0,Bradley,MVC,35,Stretch 4,44.3,0.4,1.6,-2.3,-2.1,-0.2,100.4,106.1,16.8,53.8,55.0,3.1,9.5,8.4,20.0,0.9,3.1,0.8,17.0,5.3,4-4,1.000,17-33,0.515,4-15,0.267,18-27,0.667,21-48,0.438,10.4,43-111,0.387
1974,-,Sr,6-2,Elvin Edmonds IV,0,Bucknell,Pat,29,Combo G,57.3,0.4,1.9,-2.9,-2.4,-0.5,101.1,110.2,17.1,58.9,61.4,1.5,12.0,15.6,27.7,1.0,0.5,1.5,24.9,3.2,0-0,0.000,45-69,0.652,5-13,0.385,33-42,0.786,50-82,0.610,6.5,33-87,0.379
1975,-,Fr,6-3,Azmar Abdullah,0,Boston University,Pat,31,Combo G,43.7,0.4,1.0,-5.2,-3.1,-2.2,97.7,114.8,21.3,47.1,51.2,2.7,7.3,7.5,18.7,0.7,0.2,1.6,28.0,4.6,0-0,0.000,9-29,0.310,21-50,0.420,38-49,0.776,30-79,0.380,10.9,35-96,0.365
1976,-,Sr,6-4,Anwar Gill,6.6,Howard,MEAC,27,Combo G,68.2,0.4,1.4,-4.6,-3.1,-1.5,96.6,117.1,19.8,51.7,55.1,4.5,12.9,23.8,29.5,1.2,0.9,2.1,33.1,4.5,1-1,1.000,57-92,0.620,23-45,0.511,43-59,0.729,80-137,0.584,3.0,8-41,0.195
1977,-,Jr,6-9,Luke Jungers,0,Iona,MAAC,31,Wing F,41.6,0.4,1.4,-1.5,-1.9,0.4,108.0,109.6,13.8,53.3,53.7,0.8,8.5,7.5,17.2,1.0,3.0,2.1,8.5,4.1,1-1,1.000,9-15,0.600,2-6,0.333,8-13,0.615,11-21,0.524,13.6,47-132,0.356
1978,-,Jr,6-1,Brayden Reynolds,0,Fairleigh Dickinson,NEC,30,Combo G,54.4,0.4,1.2,-4.7,-3.7,-1.0,105.3,115.5,14.7,53.1,58.6,2.7,9.7,14.5,22.2,1.5,1.3,1.2,58.9,3.3,0-0,0.000,47-67,0.701,5-14,0.357,49-66,0.742,52-81,0.642,2.7,5-31,0.161
1979,-,So,6-5,Shane Blakeney,0,Drexel,CAA,32,Wing G,60.8,0.4,2.2,-1.2,-1.6,0.4,98.0,105.8,19.3,46.4,48.3,3.0,13.4,12.2,18.0,1.2,2.6,1.7,13.9,2.3,4-7,0.571,26-53,0.491,30-76,0.395,24-33,0.727,56-129,0.434,8.5,36-108,0.333
1980,-,Jr,6-6,Jayden Williams,0,Dartmouth,Ivy,24,Wing F,44.2,0.3,1.8,-2.6,-2.3,-0.3,99.9,105.1,18.9,52.5,54.4,3.9,13.1,6.8,15.4,0.7,1.3,1.2,23.9,3.7,6-6,1.000,17-34,0.500,8-14,0.571,23-34,0.676,25-48,0.521,11.4,33-94,0.351
1981,-,Sr,6-4,Devon Savage,0,Merrimack,MAAC,33,Wing G,75.7,0.3,3.0,-1.1,-1.4,0.3,102.1,103.1,15.4,52.0,52.7,2.1,10.7,2.2,8.0,0.5,1.9,2.6,5.1,2.9,2-2,1.000,20-28,0.714,7-20,0.350,11-14,0.786,27-48,0.563,14.0,77-226,0.341
1982,-,Fr,6-4,Paul Jones III,0,Winthrop,BSth,31,Wing G,48.2,0.3,1.4,-1.9,-0.6,-1.3,103.0,110.8,16.1,47.8,48.9,2.2,14.3,4.1,9.3,0.7,0.5,1.1,15.3,3.3,3-3,1.000,24-45,0.533,5-8,0.625,19-31,0.613,29-53,0.547,13.2,45-149,0.302
1983,-,Sr,7-0,Dieonte Miles,62,Morehead St.,OVC,20,C,42.0,0.3,1.8,-3.4,-3.1,-0.3,98.4,110.8,17.4,44.5,47.8,8.4,17.2,5.0,13.0,0.7,4.9,1.1,60.0,4.3,7-8,0.875,27-47,0.574,22-62,0.355,37-66,0.561,49-109,0.450,0.1,0-1,0.000
1984,-,Jr,6-3,Trevion LaBeaux,0,East Carolina,Amer,29,Wing G,48.9,0.3,1.8,-0.1,-1.3,1.2,112.8,107.0,9.1,52.3,52.6,8.6,13.4,7.7,19.1,1.5,5.1,1.9,37.9,2.6,2-2,1.000,19-34,0.559,2-6,0.333,13-25,0.520,21-40,0.525,2.5,9-26,0.346
1985,-,So,6-5,Garwey Dual,92.4,Seton Hall,BE,30,Pure PG,59.3,0.3,2.8,1.3,-2.1,3.4,96.0,100.3,15.3,46.3,49.7,1.5,7.0,24.5,23.7,2.0,3.7,4.0,42.2,3.1,4-4,1.000,22-42,0.524,24-58,0.414,36-57,0.632,46-100,0.460,2.8,11-35,0.314
1986,-,Jr,6-11,Jerry Ngopot,0,Louisiana Monroe,SB,30,Stretch 4,47.5,0.3,1.0,-5.2,-2.7,-2.5,101.4,116.1,16.3,45.2,47.6,7.0,17.1,3.4,8.8,0.6,2.1,0.9,18.8,3.6,2-3,0.667,28-45,0.622,30-76,0.395,22-31,0.710,58-121,0.479,4.5,11-44,0.250
1987,-,Jr,6-9,P.J. Eason,0,Grambling St.,SWAC,30,C,57.3,0.3,2.3,-1.3,-2.7,1.4,100.4,103.6,16.7,48.6,52.7,11.0,17.9,7.0,20.2,0.6,6.6,2.6,46.4,4.2,19-22,0.864,61-111,0.550,7-29,0.241,44-65,0.677,68-140,0.486,0.0,0-0,0.000
1988,-,Jr,6-10,Vernon Collins,0,Western Carolina,SC,27,C,44.4,0.3,1.3,-5.3,-4.7,-0.7,101.9,111.4,16.4,48.9,52.6,13.3,16.3,8.2,21.3,0.6,5.2,0.7,48.9,7.5,11-13,0.846,43-74,0.581,3-18,0.167,30-46,0.652,46-92,0.500,0.2,0-2,0.000
1989,-,Sr,6-2,Leo DeBruhl,0,UC Davis,BW,30,Scoring PG,73.1,0.3,2.7,-2.1,-2.6,0.5,94.4,104.7,20.0,44.0,50.1,3.5,11.8,22.7,23.9,1.3,0.5,2.7,32.3,3.7,2-2,1.000,28-66,0.424,13-51,0.255,62-73,0.849,41-117,0.350,7.3,39-109,0.358
1990,-,Jr,6-6,Willie Williams,0,Northwestern St.,Slnd,30,PF/C,70.9,0.3,2.5,-1.8,-1.4,-0.5,100.0,106.3,15.0,53.5,51.8,11.1,20.2,10.1,22.3,1.0,2.2,1.2,47.2,2.3,8-8,1.000,70-121,0.579,6-20,0.300,28-67,0.418,76-141,0.539,0.1,0-1,0.000
1991,-,So,6-4,Jahnathan Lamothe,73,North Carolina A&T,CAA,31,Wing G,91.0,0.3,2.6,-3.0,-2.1,-0.9,90.9,110.9,23.0,43.8,48.3,2.5,19.6,14.6,20.1,0.9,0.8,2.3,30.0,2.9,0-0,0.000,60-110,0.545,21-67,0.313,86-113,0.761,81-177,0.458,10.2,56-200,0.280
1992,-,So,6-2,Jaylen Benard,0,Longwood,BSth,29,Wing G,41.2,0.3,1.2,-3.3,-1.6,-1.7,104.0,110.9,16.4,51.2,53.9,7.1,16.1,5.1,18.8,0.5,0.5,1.3,22.4,4.7,1-1,1.000,21-37,0.568,7-19,0.368,21-28,0.750,28-56,0.500,8.2,24-69,0.348
1993,-,Sr,5-11,Shemar Rathan-Mayes,0,Mercyhurst,NEC,28,Scoring PG,73.9,0.3,1.3,-5.3,-3.4,-1.9,98.2,119.0,18.4,39.6,49.7,1.1,11.9,26.8,20.6,2.2,0.3,1.8,61.0,2.8,0-0,0.000,26-59,0.441,16-47,0.340,78-97,0.804,42-106,0.396,3.9,14-53,0.264
1994,-,Jr,6-9,Keyontae Lewis,0,Wagner,NEC,25,PF/C,51.4,0.3,1.7,-3.0,-2.3,-0.7,105.4,109.0,14.7,53.0,55.3,9.8,19.4,4.2,18.3,0.5,2.2,1.3,35.0,3.1,2-2,1.000,30-51,0.588,20-46,0.435,23-35,0.657,50-97,0.515,0.4,2-3,0.667
1995,-,Fr,6-2,Ben Tweedy,0,Green Bay,Horz,31,Combo G,48.9,0.3,0.9,-6.9,-4.3,-2.6,96.3,118.9,19.8,44.6,52.8,3.7,12.2,23.7,24.0,1.4,0.0,1.1,51.5,4.7,0-0,0.000,35-67,0.522,14-37,0.378,55-67,0.821,49-104,0.471,2.5,6-26,0.231
1996,-,Jr,6-5,Christian May,0,Towson,CAA,29,Wing G,61.6,0.3,2.2,-3.2,-2.4,-0.8,100.0,108.2,16.5,43.4,44.9,4.2,14.6,6.3,11.4,1.1,1.4,1.1,15.9,2.9,15-18,0.833,33-64,0.516,13-50,0.260,22-36,0.611,46-114,0.404,8.9,35-113,0.310
1997,-,Sr,6-7,Justin Thomas,0,Florida St.,ACC,32,Wing G,55.1,0.3,2.4,0.9,-1.5,2.4,101.2,100.9,13.0,51.1,51.8,2.8,8.9,13.7,20.4,1.7,2.2,2.7,20.0,3.8,6-8,0.750,27-50,0.540,6-13,0.462,15-27,0.556,33-63,0.524,5.8,24-72,0.333
1998,-,Fr,6-5,Ben Fox,0,Central Arkansas,ASun,31,Wing G,52.8,0.3,0.8,-4.7,-2.0,-2.7,105.5,120.4,14.3,50.3,52.8,3.6,7.5,4.5,11.7,0.9,0.8,1.8,23.3,2.5,1-1,1.000,7-16,0.438,6-14,0.429,27-38,0.711,13-30,0.433,11.8,46-133,0.346
